Ticker,Name,OtherName,Sector,Industry
CIM,Chimera Investment Corporation,Chimera Investment Corporation,Real Estate,REIT - Mortgage
LUMN,"Lumen Technologies, Inc.",Lumen,Communication Services,Telecom Services
ADV,Advantage Solutions Inc.,Advantage Solutions,Communication Services,Advertising Agencies
MRC,MRC Global Inc.,MRC Global,Energy,Oil & Gas Equipment & Services
HIBB,"Hibbett, Inc.",Hibbett Sports,Consumer Cyclical,Apparel Retail
ECVT,Ecovyst Inc.,Ecovyst,Basic Materials,Specialty Chemicals
WWW,"Wolverine World Wide, Inc.",Wolverine World Wide,Consumer Cyclical,Footwear & Accessories
ULH,"Universal Logistics Holdings, Inc.",Universal Logistics Holdings,Industrials,Trucking
SCSC,"ScanSource, Inc.",ScanSource,Technology,Electronics & Computer Distribution
EFC,Ellington Financial Inc.,Ellington Financial,Real Estate,REIT - Mortgage
OCUL,"Ocular Therapeutix, Inc.",Ocular Therapeutix,Healthcare,Biotechnology
NN,NextNav Inc.,NextNav,Technology,Software - Infrastructure
IRWD,"Ironwood Pharmaceuticals, Inc.",Ironwood Pharmaceuticals,Healthcare,Drug Manufacturers - Specialty & Generic
BY,"Byline Bancorp, Inc.",Byline Bancorp,Financial Services,Banks - Regional
ARR,"ARMOUR Residential REIT, Inc.",ARMOUR Residential REIT,Real Estate,REIT - Mortgage
PEBO,Peoples Bancorp Inc.,Peoples Bancorp,Financial Services,Banks - Regional
FBRT,"Franklin BSP Realty Trust, Inc.",Franklin BSP Realty Trust,Real Estate,REIT - Mortgage
MDRX,Veradigm Inc.,Allscripts,Healthcare,Health Information Services
INVA,"Innoviva, Inc.",Innoviva,Healthcare,Biotechnology
ATEN,"A10 Networks, Inc.",A10 Networks,Technology,Software - Infrastructure
ULCC,"Frontier Group Holdings, Inc.",Frontier Airlines,Industrials,Airlines
SHLS,"Shoals Technologies Group, Inc.",Shoals Technologies,Technology,Solar
FSLY,"Fastly, Inc.",Fastly,Technology,Software - Application
TRS,TriMas Corporation,TriMas,Consumer Cyclical,Packaging & Containers
GABC,"German American Bancorp, Inc.",German American Bancorp,Financial Services,Banks - Regional
CTOS,"Custom Truck One Source, Inc.",Custom Truck One Source,Industrials,Rental & Leasing Services
KIND,"Nextdoor Holdings, Inc.",Nextdoor,Communication Services,Internet Content & Information
MDXG,"MiMedx Group, Inc.",MiMedx Group,Healthcare,Biotechnology
RBCAA,"Republic Bancorp, Inc.",Republic Bank,Financial Services,Banks - Regional
CECO,CECO Environmental Corp.,CECO Environmental,Industrials,Pollution & Treatment Controls
THR,"Thermon Group Holdings, Inc.",Thermon Group,Industrials,Specialty Industrial Machinery
PUBM,"PubMatic, Inc.",PubMatic,Technology,Software - Application
UUUU,Energy Fuels Inc.,Energy Fuels,Energy,Uranium
PLYM,"Plymouth Industrial REIT, Inc.",Plymouth Industrial REIT,Real Estate,REIT - Industrial
SCHL,Scholastic Corporation,Scholastic,Communication Services,Publishing
PCRX,"Pacira BioSciences, Inc.",Pacira Biosciences,Healthcare,Drug Manufacturers - Specialty & Generic
ECPG,"Encore Capital Group, Inc.",Encore Capital Group,Financial Services,Mortgage Finance
PFBC,Preferred Bank,Preferred Bank,Financial Services,Banks - Regional
SBOW,"SilverBow Resources, Inc.",SilverBow Resources,Energy,Oil & Gas E&P
SCVL,"Shoe Carnival, Inc.",Shoe Carnival,Consumer Cyclical,Apparel Retail
AHH,"Armada Hoffler Properties, Inc.",Armada Hoffler Properties,Real Estate,REIT - Diversified
QCRH,"QCR Holdings, Inc.",QCR Holdings,Financial Services,Banks - Regional
HRT,HireRight Holdings Corporation,HireRight,Industrials,Staffing & Employment Services
HTLD,"Heartland Express, Inc.",Heartland Express,Industrials,Trucking
EYE,"National Vision Holdings, Inc.",National Vision Holdings,Consumer Cyclical,Specialty Retail
OMI,"Owens & Minor, Inc.",Owens &amp; Minor,Healthcare,Medical Distribution
MSEX,Middlesex Water Company,Middlesex Water Company,Utilities,Utilities - Regulated Water
JACK,Jack in the Box Inc.,Jack in the Box,Consumer Cyclical,Restaurants
BHLB,"Berkshire Hills Bancorp, Inc.",Berkshire Hills Bancorp,Financial Services,Banks - Regional
FWRG,"First Watch Restaurant Group, Inc.",First Watch Restaurant,Consumer Cyclical,Restaurants
GRC,The Gorman-Rupp Company,Gorman-Rupp,Industrials,Specialty Industrial Machinery
APLD,Applied Digital Corporation,Applied Blockchain,Technology,Information Technology Services
OBK,"Origin Bancorp, Inc.",Origin Bancorp,Financial Services,Banks - Regional
DLX,Deluxe Corporation,Deluxe,Communication Services,Advertising Agencies
WOOF,"Petco Health and Wellness Company, Inc.",Petco,Consumer Cyclical,Specialty Retail
CMCO,Columbus McKinnon Corporation,Columbus McKinnon,Industrials,Farm & Heavy Construction Machinery
AGX,"Argan, Inc.",Argan,Industrials,Engineering & Construction
WNC,Wabash National Corporation,Wabash National,Industrials,Farm & Heavy Construction Machinery
LC,LendingClub Corporation,LendingClub,Financial Services,Credit Services
SOC,Sable Offshore Corp.,Sable Offshore,Energy,Oil & Gas Drilling
RPAY,Repay Holdings Corporation,Repay Holdings,Technology,Software - Infrastructure
LQDA,Liquidia Corporation,Liquidia Technologies,Healthcare,Biotechnology
OKLO,Oklo Inc.,Oklo,Utilities,Utilities - Regulated Electric
CGEM,"Cullinan Therapeutics, Inc.",Cullinan Therapeutics,Healthcare,Biotechnology
GPRE,Green Plains Inc.,Green Plains,Basic Materials,Chemicals
ATUS,"Altice USA, Inc.",Altice USA,Communication Services,Telecom Services
PX,"P10, Inc.",P10,Financial Services,Asset Management
VTOL,Bristow Group Inc.,Bristow Group,Energy,Oil & Gas Equipment & Services
OLPX,"Olaplex Holdings, Inc.",Olaplex,Consumer Cyclical,Specialty Retail
FIGS,"FIGS, Inc.",FIGS,Consumer Cyclical,Apparel Manufacturing
XPEL,"XPEL, Inc.",XPEL,Consumer Cyclical,Auto Parts
COGT,"Cogent Biosciences, Inc.",Cogent Biosciences,Healthcare,Biotechnology
BLFS,"BioLife Solutions, Inc.",Biolife Solutions,Healthcare,Medical Instruments & Supplies
ANGI,Angi Inc.,ANGI Homeservices,Communication Services,Internet Content & Information
TNGX,"Tango Therapeutics, Inc.",Tango Therapeutics,Healthcare,Biotechnology
CGBD,"Carlyle Secured Lending, Inc.",TCG BDC,Financial Services,Asset Management
ATSG,"Air Transport Services Group, Inc.",Air Transport Services Group,Industrials,Airlines
BASE,"Couchbase, Inc.",Couchbase,Technology,Software - Infrastructure
EVEX,"Eve Holding, Inc.",Eve Air Mobility,Industrials,Aerospace & Defense
SHEN,Shenandoah Telecommunications Company,Shentel,Communication Services,Telecom Services
IDT,IDT Corporation,IDT Corporation,Communication Services,Telecom Services
OCFC,OceanFirst Financial Corp.,OceanFirst Financial,Financial Services,Banks - Regional
GNK,Genco Shipping & Trading Limited,Genco Shipping &amp; Trading,Industrials,Marine Shipping
PCT,"PureCycle Technologies, Inc.",PureCycle Technologies,Industrials,Pollution & Treatment Controls
ARIS,"Aris Water Solutions, Inc.",Aris Water Solutions,Utilities,Utilities - Regulated Water
TYRA,"Tyra Biosciences, Inc.",Tyra Biosciences,Healthcare,Biotechnology
PDM,"Piedmont Office Realty Trust, Inc.",Piedmont Office Realty Trust,Real Estate,REIT - Office
HCI,"HCI Group, Inc.",HCI Group,Financial Services,Insurance - Property & Casualty
WEST,Westrock Coffee Company,Westrock Coffee,Consumer Defensive,Packaged Foods
HE,"Hawaiian Electric Industries, Inc.",Hawaiian Electric Industries,Utilities,Utilities - Regulated Electric
QNST,"QuinStreet, Inc.",QuinStreet,Communication Services,Advertising Agencies
TTGT,"TechTarget, Inc.",TechTarget,Communication Services,Internet Content & Information
AVNS,"Avanos Medical, Inc.",Avanos Medical,Healthcare,Medical Devices
GHLD,Guild Holdings Company,Guild Mortgage,Financial Services,Mortgage Finance
PUMP,ProPetro Holding Corp.,ProPetro,Energy,Oil & Gas Equipment & Services
SBGI,"Sinclair, Inc.",Sinclair Broadcast,Communication Services,Entertainment
NX,Quanex Building Products Corporation,Quanex Building Products,Industrials,Building Products & Equipment
UTI,"Universal Technical Institute, Inc.",Universal Technical Institute,Consumer Defensive,Education & Training Services
SPRY,"ARS Pharmaceuticals, Inc.",ARS Pharmaceuticals,Healthcare,Biotechnology
DX,"Dynex Capital, Inc.",Dynex Capital,Real Estate,REIT - Mortgage
OPK,"OPKO Health, Inc.",OPKO Health,Healthcare,Diagnostics & Research
SLRC,SLR Investment Corp.,SLR Investment,Financial Services,Asset Management
TH,Target Hospitality Corp.,Target Hospitality,Industrials,Specialty Business Services
LBAI,"Lakeland Bancorp, Inc.",Lakeland Bancorp,Financial Services,Banks - Regional
CBRL,"Cracker Barrel Old Country Store, Inc.",Cracker Barrel,Consumer Cyclical,Restaurants
ZIP,"ZipRecruiter, Inc.",ZipRecruiter,Industrials,Staffing & Employment Services
ECC,Eagle Point Credit Company Inc.,Eagle Point Credit Company,Financial Services,Asset Management
MATV,"Mativ Holdings, Inc.",Mativ Holdings,Basic Materials,Specialty Chemicals
MTUS,Metallus Inc.,Metallus,Basic Materials,Steel
RWT,"Redwood Trust, Inc.",Redwood Trust,Real Estate,REIT - Mortgage
BJRI,"BJ's Restaurants, Inc.",BJ's Restaurants,Consumer Cyclical,Restaurants
BBSI,"Barrett Business Services, Inc.",Barrett Business Services,Industrials,Staffing & Employment Services
RAPP,"Rapport Therapeutics, Inc.",Rapport Therapeutics,Healthcare,Biotechnology
BSIG,BrightSphere Investment Group Inc.,BrightSphere Investment Group,Financial Services,Asset Management
RLAY,"Relay Therapeutics, Inc.",Relay Therapeutics,Healthcare,Biotechnology
TILE,"Interface, Inc.",Interface,Industrials,Building Products & Equipment
EVGO,"EVgo, Inc.",EVgo,Consumer Cyclical,Specialty Retail
DCO,Ducommun Incorporated,Ducommun,Industrials,Aerospace & Defense
GDEN,"Golden Entertainment, Inc.",Golden Entertainment,Consumer Cyclical,Resorts & Casinos
USNA,"USANA Health Sciences, Inc.",USANA,Consumer Defensive,Packaged Foods
GRNT,"Granite Ridge Resources, Inc.",Granite Ridge Resources,Energy,Oil & Gas E&P
SVC,Service Properties Trust,Service Properties Trust,Real Estate,REIT - Hotel & Motel
NESR,National Energy Services Reunited Corp.,National Energy Services Reunited,Energy,Oil & Gas Equipment & Services
DGII,Digi International Inc.,Digi International,Technology,Communication Equipment
ACEL,"Accel Entertainment, Inc.",Accel Entertainment,Consumer Cyclical,Gambling
UAN,"CVR Partners, LP",CVR Partners,Basic Materials,Agricultural Inputs
BELFB,Bel Fuse Inc.,Bel Fuse,Technology,Electronic Components
SXC,"SunCoke Energy, Inc.",SunCoke Energy,Basic Materials,Coking Coal
ROOT,"Root, Inc.",Root Insurance,Financial Services,Insurance - Property & Casualty
BZH,"Beazer Homes USA, Inc.",Beazer Homes USA,Consumer Cyclical,Residential Construction
TWKS,"Thoughtworks Holding, Inc.",Thoughtworks,Technology,Information Technology Services
HSTM,"HealthStream, Inc.",HealthStream,Healthcare,Health Information Services
CURV,Torrid Holdings Inc.,Torrid,Consumer Cyclical,Apparel Retail
ALGT,Allegiant Travel Company,Allegiant Air,Industrials,Airlines
UTL,Unitil Corporation,Unitil Corporation,Utilities,Utilities - Diversified
AMSF,"AMERISAFE, Inc.",AMERISAFE,Financial Services,Insurance - Specialty
SNPO,Snap One Holdings Corp.,Snap One,Technology,Electronics & Computer Distribution
NNE,NANO Nuclear Energy Inc.,NANO Nuclear Energy,Industrials,Specialty Industrial Machinery
MAX,"MediaAlpha, Inc.",MediaAlpha,Communication Services,Internet Content & Information
TXO,"TXO Partners, L.P.",TXO Energy Partners,Energy,Oil & Gas E&P
HOV,"Hovnanian Enterprises, Inc.",Hovnanian Enterprises,Consumer Cyclical,Residential Construction
CDNA,"CareDx, Inc",CareDx,Healthcare,Diagnostics & Research
WLKP,Westlake Chemical Partners LP,Westlake Chemical Partners,Basic Materials,Chemicals
BFC,Bank First Corporation,Bank First,Financial Services,Banks - Regional
ENFN,"Enfusion, Inc.",Enfusion,Technology,Software - Application
GDYN,"Grid Dynamics Holdings, Inc.",Grid Dynamics,Technology,Information Technology Services
SBSI,"Southside Bancshares, Inc.",Southside Bancshares,Financial Services,Banks - Regional
CWH,"Camping World Holdings, Inc.",Camping World,Consumer Cyclical,Auto & Truck Dealerships
ATRI,Atrion Corporation,Atrion,Healthcare,Medical Instruments & Supplies
AMAL,Amalgamated Financial Corp.,Amalgamated Financial,Financial Services,Banks - Regional
HCSG,"Healthcare Services Group, Inc.",Healthcare Services Group,Healthcare,Medical Care Facilities
VRDN,"Viridian Therapeutics, Inc.",Viridian Therapeutics,Healthcare,Biotechnology
PFLT,PennantPark Floating Rate Capital Ltd.,PennantPark Floating Rate,Financial Services,Asset Management
XPOF,"Xponential Fitness, Inc.",Xponential Fitness,Consumer Cyclical,Leisure
AXL,"American Axle & Manufacturing Holdings, Inc.",American Axle &amp; Manufacturing,Consumer Cyclical,Auto Parts
HROW,"Harrow, Inc.",Harrow Health,Healthcare,Drug Manufacturers - Specialty & Generic
BOW,Bowhead Specialty Holdings Inc.,Bowhead Specialty Holdings,Financial Services,Insurance - Property & Casualty
ML,MoneyLion Inc.,MoneyLion,Technology,Software - Application
CHPT,"ChargePoint Holdings, Inc.",ChargePoint,Consumer Cyclical,Specialty Retail
SLP,"Simulations Plus, Inc.",Simulations Plus,Healthcare,Health Information Services
PRLB,"Proto Labs, Inc.",Protolabs,Industrials,Metal Fabrication
FBMS,"The First Bancshares, Inc.",The First Bancshares,Financial Services,Banks - Regional
AMRK,"A-Mark Precious Metals, Inc.",A-Mark Precious Metals,Financial Services,Capital Markets
BXC,BlueLinx Holdings Inc.,Bluelinx,Industrials,Industrial Distribution
GATO,"Gatos Silver, Inc.",Gatos Silver,Basic Materials,Other Precious Metals & Mining
CCO,"Clear Channel Outdoor Holdings, Inc.",Clear Channel Outdoor,Communication Services,Advertising Agencies
CLW,Clearwater Paper Corporation,Clearwater Paper,Basic Materials,Paper & Paper Products
DCOM,"Dime Community Bancshares, Inc.",Dime Community Bancshares,Financial Services,Banks - Regional
BRSP,"BrightSpire Capital, Inc.",BrightSpire Capital,Real Estate,REIT - Mortgage
FMBH,"First Mid Bancshares, Inc.",First Mid-Illinois Bancshares,Financial Services,Banks - Regional
SPLP,Steel Partners Holdings L.P.,Steel Partners,Industrials,Conglomerates
PRAA,"PRA Group, Inc.",PRA Group,Financial Services,Credit Services
WGS,GeneDx Holdings Corp.,GeneDx Holdings,Healthcare,Health Information Services
HAYN,"Haynes International, Inc.",Haynes International,Industrials,Metal Fabrication
NUVB,Nuvation Bio Inc.,Nuvation Bio,Healthcare,Biotechnology
CTBI,"Community Trust Bancorp, Inc.",Community Trust Bancorp,Financial Services,Banks - Regional
KELYA,"Kelly Services, Inc.",Kelly Services,Industrials,Staffing & Employment Services
BRKL,"Brookline Bancorp, Inc.",Brookline Bancorp,Financial Services,Banks - Regional
CAPL,CrossAmerica Partners LP,CrossAmerica Partners,Energy,Oil & Gas Refining & Marketing
REX,REX American Resources Corporation,REX American Resources,Basic Materials,Chemicals
KOP,Koppers Holdings Inc.,Koppers,Basic Materials,Specialty Chemicals
BDN,Brandywine Realty Trust,Brandywine Realty Trust,Real Estate,REIT - Office
AMTB,Amerant Bancorp Inc.,Amerant Bancorp,Financial Services,Banks - Regional
IIIV,"i3 Verticals, Inc.",i3 Verticals,Technology,Software - Infrastructure
MNTK,"Montauk Renewables, Inc.",Montauk Renewables,Utilities,Utilities - Diversified
ETNB,"89bio, Inc.",89bio,Healthcare,Biotechnology
CBL,"CBL & Associates Properties, Inc.",CBL Properties,Real Estate,REIT - Retail
UNFI,"United Natural Foods, Inc.",United Natural Foods,Consumer Defensive,Food Distribution
PLSE,"Pulse Biosciences, Inc.",Pulse Biosciences,Healthcare,Medical Instruments & Supplies
DNA,"Ginkgo Bioworks Holdings, Inc.",Ginkgo Bioworks,Healthcare,Biotechnology
MATW,Matthews International Corporation,Matthews International Corporation,Industrials,Conglomerates
CTKB,"Cytek Biosciences, Inc.",Cytek Biosciences,Healthcare,Medical Devices
KIDS,OrthoPediatrics Corp.,OrthoPediatrics,Healthcare,Medical Devices
TRIN,Trinity Capital Inc.,Trinity Capital,Financial Services,Credit Services
SVRA,Savara Inc.,Savara Pharmaceuticals,Healthcare,Biotechnology
EVER,"EverQuote, Inc.",EverQuote,Communication Services,Internet Content & Information
WRLD,World Acceptance Corporation,World Acceptance Corporation,Financial Services,Credit Services
CATX,"Perspective Therapeutics, Inc.",Perspective Therapeutics,Healthcare,Medical Devices
ERII,"Energy Recovery, Inc.",Energy Recovery,Industrials,Pollution & Treatment Controls
IMNM,"Immunome, Inc.",Immunome,Healthcare,Biotechnology
METC,"Ramaco Resources, Inc.",Ramaco Resources,Basic Materials,Coking Coal
RDFN,Redfin Corporation,Redfin,Real Estate,Real Estate Services
RGR,"Sturm, Ruger & Company, Inc.","Sturm, Ruger &amp; Co",Industrials,Aerospace & Defense
ATEX,Anterix Inc.,Anterix,Communication Services,Telecom Services
PNTG,"The Pennant Group, Inc.",The Pennant Group,Healthcare,Medical Care Facilities
VTS,"Vitesse Energy, Inc.",Vitesse Energy,Energy,Oil & Gas E&P
CFFN,"Capitol Federal Financial, Inc.",Capitol Federal Savings Bank,Financial Services,Banks - Regional
CRGX,"CARGO Therapeutics, Inc.",CARGO Therapeutics,Healthcare,Biotechnology
PFC,Premier Financial Corp.,Premier Financial,Financial Services,Banks - Regional
HLVX,"HilleVax, Inc.",HilleVax,Healthcare,Biotechnology
VVI,Viad Corp,Viad,Industrials,Specialty Business Services
NOVA,Sunnova Energy International Inc.,Sunnova,Technology,Solar
EVRI,Everi Holdings Inc.,Everi Holdings,Consumer Cyclical,Gambling
CNOB,"ConnectOne Bancorp, Inc.",ConnectOne Bancorp,Financial Services,Banks - Regional
OPAL,OPAL Fuels Inc.,OPAL Fuels,Utilities,Utilities - Regulated Gas
DXPE,"DXP Enterprises, Inc.",DXP Enterprises,Industrials,Industrial Distribution
INNV,InnovAge Holding Corp.,InnovAge,Healthcare,Medical Care Facilities
HZO,"MarineMax, Inc.",MarineMax,Consumer Cyclical,Specialty Retail
AVO,"Mission Produce, Inc.",Mission Produce,Consumer Defensive,Food Distribution
CFB,"CrossFirst Bankshares, Inc.",CrossFirst Bankshares,Financial Services,Banks - Regional
TRTX,"TPG RE Finance Trust, Inc.",TPG Real Estate Finance Trust,Real Estate,REIT - Mortgage
PRAX,"Praxis Precision Medicines, Inc.",Praxis Precision Medicines,Healthcare,Biotechnology
LAB,Standard BioTools Inc.,Standard BioTools,Healthcare,Medical Devices
OLO,Olo Inc.,Olo,Technology,Software - Application
NPWR,NET Power Inc.,NET Power,Industrials,Specialty Industrial Machinery
GCI,"Gannett Co., Inc.",Gannett,Communication Services,Publishing
EOLS,"Evolus, Inc.",Evolus,Healthcare,Drug Manufacturers - Specialty & Generic
NVRI,Enviri Corporation,Enviri Corporation,Industrials,Waste Management
STOK,"Stoke Therapeutics, Inc.",Stoke Therapeutics,Healthcare,Biotechnology
ATRO,Astronics Corporation,Astronics Corporation,Industrials,Aerospace & Defense
PAHC,Phibro Animal Health Corporation,Phibro Animal Health,Healthcare,Drug Manufacturers - Specialty & Generic
ETD,Ethan Allen Interiors Inc.,Ethan Allen,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
LESL,"Leslie's, Inc.",Leslie's,Consumer Cyclical,Specialty Retail
LAZR,"Luminar Technologies, Inc.",Luminar Technologies,Consumer Cyclical,Auto Parts
ANAB,"AnaptysBio, Inc.",AnaptysBio,Healthcare,Biotechnology
PETQ,"PetIQ, Inc.",PetIQ,Healthcare,Drug Manufacturers - Specialty & Generic
